id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
834,Lawara Jangang Masakan,159.0,5.0,10.9,10.1,NETRAL,lemak 10.9g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
835,Lawara Penjah Masakan,207.0,7.4,15.4,9.6,NETRAL,lemak 15.4g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
836,Ledre Pisang,405.0,4.8,5.1,84.9,NETRAL,lemak 5.1g (di bawah batas 10g); kalori 405.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
837,Lema/ Rebung Asam,15.0,1.0,0.4,1.9,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
838,Lemak Babi,902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
839,Lemak Babi (Bacon),630.0,9.1,65.0,1.1,TIDAK_BISA,lemak 65.0g (melebihi batas 25g); kalori 630.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
840,Lemak Ikan,372.0,12.0,29.4,14.4,TIDAK_BISA,lemak 29.4g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
841,Lemak Kerbau,818.0,1.5,90.0,0.0,TIDAK_BISA,lemak 90.0g (melebihi batas 25g); kalori 818.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
842,Lemon Segar,34.0,0.5,0.8,6.2,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
843,Lemon Squasih,36.0,0.0,0.0,10.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
844,Lemonade,30.0,0.0,0.0,8.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
845,Lemper,221.3,3.8,3.6,43.4,BISA,lemak 3.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
846,Lempog Durian,320.0,3.5,5.7,63.7,BISA,lemak 5.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
847,Lepok/Ubi Rumput,181.0,2.8,1.2,39.8,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
848,Leunca Buah,33.0,1.9,0.1,7.4,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
849,Leupeut Ketan,240.0,7.8,0.5,51.3,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
850,Leverwost (Sosis Hati),387.0,16.0,22.0,3.0,NETRAL,"lemak 22.0g (perlu dibatasi, batas aman 18g); protein 16.0g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
851,Lilin Bungkus Gedi,79.0,2.3,5.2,5.8,BISA,lemak 5.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
852,Lobak,19.0,0.9,0.1,4.2,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
853,Lokan Segar,217.0,11.0,1.7,5.1,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
854,Lontar Segar,27.0,0.4,0.2,6.0,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
855,Lopis,163.3,2.8,2.2,33.0,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
856,Lumai/Leunca Segar,38.0,1.1,0.3,7.6,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
857,Lupis Ketan,164.0,1.8,2.1,34.5,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
858,Madu,294.0,0.3,0.0,79.5,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
859,Maizena Tepung,341.0,0.3,0.0,85.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
860,Makaroni,363.0,8.7,0.4,78.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
861,Mangga Benggala Segar,63.0,2.4,0.4,12.4,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
862,Mangga Gedong,44.0,0.7,0.2,11.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
863,Mangga Golek,63.0,0.5,0.2,16.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
864,Mangga Harum Manis,46.0,0.4,0.2,11.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
865,Mangga Indramayu,72.0,0.8,0.2,18.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
866,Mangga Kopek,56.0,0.4,0.2,14.6,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
867,Mangga Kwini Segar,86.0,0.7,0.5,19.8,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
868,Mangga Manalagi Segar,133.0,1.0,0.1,32.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
869,Mangga Muda,59.0,0.5,0.4,15.1,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
870,Mangga Segar,52.0,0.7,0.0,12.3,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
871,Manggis,63.0,0.6,0.6,15.6,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
872,Margarin,720.0,0.6,81.0,0.4,TIDAK_BISA,lemak 81.0g (melebihi batas 25g); kalori 720.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
873,Markisa Segar,144.0,3.5,1.2,29.8,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
874,Markisa Squash,217.0,2.5,1.0,49.6,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
875,Markisa Squash Bd,104.0,1.2,0.5,23.7,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
876,Martabak  Manis,265.3,4.7,5.5,49.3,BISA,lemak 5.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
877,Martabak India,153.0,4.5,4.2,24.3,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
878,Martabak Mesir,278.0,5.1,8.6,45.0,BISA,lemak 8.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
879,Martabak Telur,200.0,8.9,5.1,29.5,BISA,lemak 5.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
880,Masekat,369.0,2.1,7.0,74.1,BISA,lemak 7.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
881,Matoa Segar,90.0,1.2,0.1,21.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
882,Melase,276.0,0.0,0.1,71.0,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
883,Melinjo,66.0,5.0,0.7,13.3,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
884,Melon Segar,37.0,0.6,0.4,7.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
885,Menjangan Daging Dendeng Mentah,322.0,55.8,2.0,22.7,BISA,lemak 2.0g (di bawah batas 10g); protein 55.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
886,Mentega,725.0,0.5,81.6,1.4,TIDAK_BISA,lemak 81.6g (melebihi batas 25g); kalori 725.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
887,Menteng,65.0,1.7,0.2,16.1,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
888,Merica,359.0,11.5,6.8,64.4,BISA,lemak 6.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
889,Mi Basah,88.0,0.6,3.3,14.0,BISA,lemak 3.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
890,Mi Golosor,71.0,0.2,0.8,15.9,BISA,lemak 0.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
891,Mi Kering,339.0,10.0,1.7,6.3,BISA,lemak 1.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
892,Mie Aceh Rebus,113.0,3.0,3.2,18.1,BISA,lemak 3.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
893,Mie Ayam,102.0,6.2,3.9,10.5,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
894,Mie Bakso,114.0,5.3,3.0,16.4,BISA,lemak 3.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
895,Mie Basah,86.0,0.6,3.3,14.0,BISA,lemak 3.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
896,Mie Bendo,353.0,0.3,0.0,88.0,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
897,Mie Celon,102.0,3.0,2.1,17.8,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
898,Mie Goreng,468.0,7.6,20.4,62.4,LIMIT,"lemak 20.4g (perlu dibatasi, batas aman 18g); kalori 468.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
899,Mie Kering,337.0,7.9,11.8,50.0,NETRAL,lemak 11.8g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
900,Mie Pangsit Basah,105.0,5.9,4.9,9.4,BISA,lemak 4.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
901,Mie Sagu,190.0,0.2,0.4,46.5,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
902,Minyak Hati Hiu (Eulamia),902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
903,Minyak Ikan,902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
904,Minyak Kacang Tanah,902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
905,Minyak Kedelai,883.0,0.0,99.9,0.0,TIDAK_BISA,lemak 99.9g (melebihi batas 25g); kalori 883.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
906,Minyak Kelapa,870.0,1.0,98.0,0.0,TIDAK_BISA,lemak 98.0g (melebihi batas 25g); kalori 870.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
907,Minyak Kelapa Sawit,902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
908,Minyak Wijen,902.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 902.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
909,Minyak Zaitun,884.0,0.0,100.0,0.0,TIDAK_BISA,lemak 100.0g (melebihi batas 25g); kalori 884.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
910,Misoa,345.0,8.5,2.2,78.0,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
911,Misro,218.0,0.8,16.0,50.2,NETRAL,lemak 16.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
912,Moon Tahu,128.0,8.0,10.0,1.3,BISA,lemak 10.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
913,Mostarda Metan -Sawi,33.0,2.3,0.5,4.7,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
914,Mujahir Acar Kuning Masakan,330.0,17.8,23.4,12.1,NETRAL,"lemak 23.4g (perlu dibatasi, batas aman 18g); protein 17.8g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
915,Naan Maran Sapi Masakan,478.0,38.3,33.9,5.1,TIDAK_BISA,lemak 33.9g (melebihi batas 25g); kalori 478.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
916,Nanas,52.0,0.4,0.2,13.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
917,Nanas Palembang Segar,58.0,0.7,0.2,13.3,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
918,Nangka Biji,165.0,4.2,0.1,36.7,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
919,Nangka Masak Di Pohon,106.0,1.2,0.3,27.6,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
920,Nangka Muda,51.0,2.0,0.4,11.3,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
921,Nasi,180.0,3.0,0.3,39.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
922,Nasi Beras Merah,149.0,2.8,0.4,32.5,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
923,Nasi Gemuk,192.0,3.8,8.8,24.4,BISA,lemak 8.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
924,Nasi Goreng,276.0,3.2,3.2,30.2,BISA,lemak 3.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
925,Nasi Gurih,190.0,4.7,7.5,26.0,BISA,lemak 7.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
926,Nasi Jagung,357.0,8.8,0.5,79.5,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
927,Nasi Minyak,207.0,3.5,5.0,37.1,BISA,lemak 5.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
928,Nasi Rames,155.0,10.3,4.2,19.1,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
929,Nasi Tim,120.0,2.4,0.4,26.0,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
930,Nasi Uduk,253.3,4.3,21.0,11.7,LIMIT,"lemak 21.0g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
931,Nasu Likku Masakan,196.0,14.5,8.3,15.9,BISA,lemak 8.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
932,Noga Kacang Tanah,600.0,14.0,41.7,42.0,TIDAK_BISA,lemak 41.7g (melebihi batas 25g); kalori 600.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
933,Nopia Spesial,387.0,5.3,7.6,74.3,BISA,lemak 7.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
934,Olah-Olah,9.0,2.1,6.0,7.1,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
935,Oncom,187.0,13.0,6.0,22.6,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
936,Oncom Ampas Kacang Hijau,376.0,14.9,6.0,65.7,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
937,Oncom Goreng,363.3,19.3,19.3,40.3,NETRAL,"lemak 19.3g (perlu dibatasi, batas aman 18g); protein 19.3g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
938,Oncom Hitam Goreng,284.0,12.0,14.4,13.6,NETRAL,lemak 14.4g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
939,Oncom Hitam Goreng Bertepung,306.7,9.0,18.0,27.0,NETRAL,lemak 18.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
940,Oncom Kacang Hijau + Singkong,351.0,11.0,5.3,65.9,BISA,lemak 5.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
941,Oncom Kacang Tanah Pepes,132.0,12.7,3.8,13.7,BISA,lemak 3.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
942,Oncom Kedele,187.0,13.0,6.0,22.6,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
943,Oncom Merah Goreng,368.0,6.8,32.0,13.2,TIDAK_BISA,lemak 32.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
944,Oncom Merah Goreng Bertepung,320.0,7.3,18.7,31.0,LIMIT,"lemak 18.7g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
945,Oncom Merah Sayur (Tumis),40.0,2.0,2.0,3.0,BISA,lemak 2.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
946,Oncom Pepes,76.0,5.2,1.8,10.6,BISA,lemak 1.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
947,Onde-Onde,288.6,8.3,8.9,44.3,BISA,lemak 8.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
948,Ongol-Ongol,115.0,1.5,6.0,14.0,BISA,lemak 6.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
949,Ongol-Ongol Sagu,111.0,0.3,2.7,21.2,BISA,lemak 2.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
950,Opak Singkong,940.0,36.0,42.0,104.0,TIDAK_BISA,lemak 42.0g (melebihi batas 25g); kalori 940.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
951,Oramu Ninahu Ndawa Olaho Masakan,117.0,13.7,5.0,4.3,BISA,lemak 5.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
952,Otak,125.0,10.4,8.6,0.8,BISA,lemak 8.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
953,Oyek,351.0,0.9,0.9,84.9,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
954,Oyek (Dari Singkong),342.0,2.3,0.1,83.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
955,Paku Hinela Wulelenggapaya,77.0,3.5,4.6,5.4,BISA,lemak 4.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
956,Pala Biji,494.0,7.5,36.4,40.1,TIDAK_BISA,lemak 36.4g (melebihi batas 25g); kalori 494.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
957,Pala Daging,42.0,0.3,0.2,10.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
958,Paniki Masak Santan Masakan,460.0,28.5,35.2,7.2,TIDAK_BISA,lemak 35.2g (melebihi batas 25g); kalori 460.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
959,Papais,133.8,3.0,1.6,27.0,BISA,lemak 1.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
960,Papeda,61.0,0.2,0.1,14.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
961,Parede Baleh Masakan,87.0,10.5,2.5,5.5,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
962,Paria (Pare),29.0,1.1,0.3,6.6,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
963,Paria Putih Kukus,16.0,0.8,0.2,3.4,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
964,Paria Putih Segar,19.0,1.0,0.4,3.6,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
965,Pastel,307.0,4.5,13.3,42.4,NETRAL,lemak 13.3g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
966,Pati Singkong (Tapioka),362.0,0.5,0.3,86.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
967,Pe-Cay,23.0,1.8,0.3,4.5,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
968,Peda Ikan Banjar,156.0,28.0,4.0,0.0,BISA,lemak 4.0g (di bawah batas 10g); protein 28.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
969,Pelecing Kangkung,75.0,2.5,2.8,10.0,BISA,lemak 2.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
970,Pelepah Manuk Masakan,219.0,19.7,13.6,4.4,NETRAL,lemak 13.6g (zona netral 10–18g); protein 19.7g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
971,Pempek Adaan,162.0,4.9,3.0,27.8,BISA,lemak 3.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
972,Pempek Belida,156.0,4.2,1.4,31.6,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
973,Pempek Kapal Selam,152.0,4.5,2.3,28.2,BISA,lemak 2.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
974,Pempek Kelesan,211.0,12.3,6.1,26.6,BISA,lemak 6.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
975,Pempek Kulit,243.0,5.2,7.3,39.1,BISA,lemak 7.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
976,Pempek Tenggiri,173.0,7.2,1.2,33.4,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
977,Pencok Lele Masakan,372.0,7.8,36.3,3.5,TIDAK_BISA,lemak 36.3g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
978,Penyu Serapah Masakan,174.0,13.1,12.2,2.2,NETRAL,lemak 12.2g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
979,Pepare Ular Segar,19.0,0.6,0.1,3.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
